material_id,material_name,material_application,climate_zone,durability_requirement,budget_constraint,supplier_name,availability_status,lead_time_days,project_type,project_specifications_match_score,sustainability_focus,supplier_contact_number
MAT2819,Steel,Insulation,Humid,25-50 years,Luxury,Supplier_44,Limited,46,Airports,0.01,Eco-friendly,+91 9090351901
MAT2820,Aluminum,Flooring,Moderate,50+ years,Standard,Supplier_90,Limited,5,Residential,0.01,Eco-friendly,+91 8844758293
MAT2821,Gypsum,Facade,Humid,5-10 years,Luxury,Supplier_68,Out of Stock,11,Infrastructure,0.35,Eco-friendly,+91 7549116721
MAT2822,PVC,Facade,Rural,5-10 years,Standard,Supplier_47,Out of Stock,35,Infrastructure,0.44,Standard,+91 7383612833
MAT2823,Bitumen,Other,Dry,10-25 years,Luxury,Supplier_14,Out of Stock,27,Commercial,0.39,Eco-friendly,+91 8073534258
MAT2824,Asphalt,Finishing,Humid,10-25 years,Economy,Supplier_72,Out of Stock,13,Bridges,0.31,Eco-friendly,+91 7818119199
MAT2825,Sandstone,Insulation,Urban,5-10 years,Luxury,Supplier_50,Out of Stock,52,Industrial plants,0.25,Eco-friendly,+91 9224117961
MAT2826,Concrete,Facade,Moderate,5-10 years,Luxury,Supplier_67,In Stock,57,Industrial plants,0.63,Eco-friendly,+91 9809772815
MAT2827,Plaster,Finishing,Cold,5-10 years,Luxury,Supplier_18,Out of Stock,34,Airports,0.84,Eco-friendly,+91 8911997440
MAT2828,Vinyl,Facade,Humid,5-10 years,Premium,Supplier_64,Out of Stock,3,Residential,0.84,Eco-friendly,+91 7136693152
MAT2829,Laminate,Other,Moderate,50+ years,Standard,Supplier_71,In Stock,10,Airports,0.9,Eco-friendly,+91 9665352711
MAT2830,Bamboo,Flooring,Rural,5-10 years,Luxury,Supplier_28,In Stock,51,Marine structures,0.57,Standard,+91 8232645989
MAT2831,Recycled Plastic,Other,Dry,10-25 years,Standard,Supplier_2,Limited,51,Airports,0.31,Eco-friendly,+91 9176504598
MAT2832,Polycarbonate,Decorative,Urban,25-50 years,Economy,Supplier_51,In Stock,34,High-rise buildings,0.1,Standard,+91 8070304578
MAT2833,Acrylic,Finishing,Rural,5-10 years,Standard,Supplier_79,Limited,41,Industrial plants,0.92,Standard,+91 9340848713
MAT2834,Foam,Insulation,Mountain,5-10 years,Economy,Supplier_56,In Stock,53,Bridges,0.71,Eco-friendly,+91 7103766984
MAT2835,Rubber,Structural,Moderate,50+ years,Premium,Supplier_3,Out of Stock,30,Industrial plants,0.63,Eco-friendly,+91 9511694911
MAT2836,Other,Structural,Rural,10-25 years,Premium,Supplier_32,Out of Stock,54,Industrial plants,0.59,Standard,+91 9984893047
MAT2837,Limestone,Finishing,Humid,5-10 years,Premium,Supplier_26,Out of Stock,50,Residential,0.81,Standard,+91 7207132227
MAT2838,Marble,Other,Moderate,5-10 years,Economy,Supplier_39,In Stock,7,Other,0.05,Eco-friendly,+91 8458974196
MAT2839,Paint,Other,Other,5-10 years,Premium,Supplier_26,Out of Stock,38,Tunnels,0.87,Standard,+91 7207132227
MAT2840,Granite,Flooring,Humid,5-10 years,Standard,Supplier_83,Limited,6,High-rise buildings,0.34,Eco-friendly,+91 8349419107
MAT2841,Copper,Finishing,Rural,10-25 years,Economy,Supplier_5,In Stock,34,High-rise buildings,0.14,Standard,+91 7740385731
MAT2842,Ceramic Tile,Finishing,Industrial,5-10 years,Economy,Supplier_78,Limited,38,Other,0.71,Standard,+91 8082914235
MAT2843,Adhesive,Finishing,Urban,25-50 years,Premium,Supplier_93,Limited,52,Other,0.49,Standard,+91 7108254575
MAT2844,Brick,Decorative,Mountain,5-10 years,Premium,Supplier_34,In Stock,35,Industrial plants,0.03,Standard,+91 7166009399
MAT2845,Wood,Finishing,Rural,25-50 years,Standard,Supplier_33,In Stock,11,Airports,0.73,Eco-friendly,+91 8687011225
MAT2846,Clay,Other,Industrial,10-25 years,Economy,Supplier_23,Limited,39,Other,0.27,Eco-friendly,+91 9315879498
MAT2847,Fiber,Decorative,Moderate,50+ years,Luxury,Supplier_79,Limited,2,Airports,0.31,Standard,+91 9340848713
MAT2848,Glass,Other,Dry,10-25 years,Standard,Supplier_89,Limited,16,Commercial,0.4,Eco-friendly,+91 9969226517
MAT2849,Cement,Decorative,Mountain,50+ years,Luxury,Supplier_81,Limited,3,Infrastructure,0.39,Standard,+91 8900263885
MAT2850,Steel,Facade,Rural,50+ years,Economy,Supplier_87,In Stock,23,Roads and highways,0.98,Standard,+91 9193943710
MAT2851,Aluminum,Insulation,Humid,50+ years,Economy,Supplier_4,Out of Stock,10,Commercial,0.68,Standard,+91 9985896477
MAT2852,Gypsum,Flooring,Other,50+ years,Luxury,Supplier_12,Limited,43,Marine structures,0.66,Eco-friendly,+91 8882665594
MAT2853,PVC,Other,Mountain,25-50 years,Economy,Supplier_12,In Stock,38,Roads and highways,0.73,Eco-friendly,+91 8882665594
MAT2854,Bitumen,Structural,Hot,5-10 years,Premium,Supplier_65,In Stock,33,Industrial plants,0.02,Eco-friendly,+91 7085298648
MAT2855,Asphalt,Decorative,Hot,25-50 years,Economy,Supplier_19,In Stock,19,Roads and highways,0.52,Standard,+91 7314006623
MAT2856,Sandstone,Finishing,Rural,50+ years,Premium,Supplier_6,In Stock,9,Other,0.15,Eco-friendly,+91 8728518031
MAT2857,Concrete,Facade,Coastal,5-10 years,Luxury,Supplier_60,In Stock,24,Roads and highways,0.02,Standard,+91 7340314826
MAT2858,Plaster,Insulation,Industrial,50+ years,Standard,Supplier_89,Limited,26,Other,0.37,Standard,+91 9969226517
MAT2859,Vinyl,Facade,Urban,5-10 years,Luxury,Supplier_74,Limited,28,Roads and highways,0.57,Standard,+91 7134476577
MAT2860,Laminate,Insulation,Rural,10-25 years,Standard,Supplier_46,Out of Stock,53,Roads and highways,0.55,Eco-friendly,+91 9553802633
MAT2861,Bamboo,Decorative,Hot,5-10 years,Standard,Supplier_14,In Stock,49,Commercial,0.73,Standard,+91 8073534258
MAT2862,Recycled Plastic,Decorative,Industrial,50+ years,Premium,Supplier_91,Out of Stock,3,Industrial plants,0.96,Eco-friendly,+91 9064495443
MAT2863,Polycarbonate,Other,Humid,50+ years,Premium,Supplier_50,Out of Stock,26,Airports,0.82,Eco-friendly,+91 9224117961
MAT2864,Acrylic,Other,Rural,10-25 years,Premium,Supplier_16,Limited,17,Residential,0.29,Eco-friendly,+91 8065031990
MAT2865,Foam,Insulation,Humid,10-25 years,Luxury,Supplier_71,Out of Stock,15,Commercial,0.5,Eco-friendly,+91 9665352711
MAT2866,Rubber,Structural,Cold,10-25 years,Economy,Supplier_98,Out of Stock,10,Bridges,0.26,Standard,+91 9267705300
MAT2867,Other,Flooring,Urban,25-50 years,Standard,Supplier_88,In Stock,38,Other,0.98,Standard,+91 7610179969
MAT2868,Limestone,Insulation,Coastal,10-25 years,Standard,Supplier_4,In Stock,13,High-rise buildings,0.98,Standard,+91 9985896477
MAT2869,Marble,Facade,Cold,5-10 years,Luxury,Supplier_93,Limited,20,Airports,0.2,Eco-friendly,+91 7108254575
MAT2870,Paint,Finishing,Industrial,25-50 years,Economy,Supplier_25,Out of Stock,11,High-rise buildings,0.69,Eco-friendly,+91 8713885374
MAT2871,Granite,Structural,Mountain,50+ years,Economy,Supplier_37,Limited,54,Airports,0.83,Standard,+91 9513313120
MAT2872,Copper,Structural,Cold,5-10 years,Luxury,Supplier_25,Limited,53,Commercial,0.12,Standard,+91 8713885374
MAT2873,Ceramic Tile,Finishing,Rural,10-25 years,Premium,Supplier_59,Out of Stock,45,Residential,0.69,Standard,+91 8073945840
MAT2874,Adhesive,Flooring,Mountain,50+ years,Economy,Supplier_83,Out of Stock,33,Roads and highways,0.55,Eco-friendly,+91 8349419107
MAT2875,Brick,Structural,Mountain,25-50 years,Standard,Supplier_66,Out of Stock,6,Residential,0.97,Eco-friendly,+91 8512956476
MAT2876,Wood,Facade,Industrial,10-25 years,Economy,Supplier_67,Limited,16,Roads and highways,0.32,Standard,+91 9809772815
MAT2877,Clay,Insulation,Mountain,10-25 years,Standard,Supplier_65,Limited,15,Roads and highways,0.86,Standard,+91 7085298648
MAT2878,Fiber,Other,Other,5-10 years,Luxury,Supplier_32,Out of Stock,39,High-rise buildings,0.18,Standard,+91 9984893047
MAT2879,Glass,Structural,Hot,50+ years,Premium,Supplier_48,Out of Stock,2,Infrastructure,0.81,Eco-friendly,+91 9115647592
MAT2880,Cement,Decorative,Hot,5-10 years,Luxury,Supplier_37,Limited,39,Airports,0.01,Eco-friendly,+91 9513313120
MAT2881,Steel,Other,Hot,10-25 years,Premium,Supplier_69,In Stock,23,Residential,0.14,Eco-friendly,+91 8122680822
MAT2882,Aluminum,Other,Mountain,25-50 years,Premium,Supplier_48,In Stock,42,Residential,0.84,Standard,+91 9115647592
MAT2883,Gypsum,Structural,Dry,50+ years,Economy,Supplier_98,Out of Stock,9,Other,0.96,Standard,+91 9267705300
MAT2884,PVC,Structural,Other,10-25 years,Luxury,Supplier_38,In Stock,18,Marine structures,0.5,Standard,+91 8178252144
MAT2885,Bitumen,Facade,Urban,5-10 years,Economy,Supplier_98,Out of Stock,26,Bridges,0.8,Standard,+91 9267705300
MAT2886,Asphalt,Decorative,Dry,5-10 years,Standard,Supplier_94,Limited,50,Marine structures,0.44,Eco-friendly,+91 9479368062
MAT2887,Sandstone,Facade,Mountain,5-10 years,Economy,Supplier_66,In Stock,56,High-rise buildings,0.09,Eco-friendly,+91 8512956476
MAT2888,Concrete,Structural,Moderate,10-25 years,Standard,Supplier_14,Limited,17,Industrial plants,0.36,Eco-friendly,+91 8073534258
MAT2889,Plaster,Insulation,Coastal,5-10 years,Premium,Supplier_52,Out of Stock,19,Infrastructure,0.24,Standard,+91 9350399941
MAT2890,Vinyl,Flooring,Industrial,50+ years,Luxury,Supplier_49,In Stock,56,Residential,0.26,Standard,+91 7981454092
MAT2891,Laminate,Finishing,Rural,25-50 years,Luxury,Supplier_74,Limited,57,Bridges,0.61,Standard,+91 7134476577
MAT2892,Bamboo,Decorative,Moderate,50+ years,Premium,Supplier_72,Out of Stock,16,Commercial,0.13,Eco-friendly,+91 7818119199
MAT2893,Recycled Plastic,Facade,Urban,50+ years,Premium,Supplier_69,Out of Stock,50,Commercial,0.4,Standard,+91 8122680822
MAT2894,Polycarbonate,Structural,Other,25-50 years,Standard,Supplier_59,Limited,28,High-rise buildings,0.36,Eco-friendly,+91 8073945840
MAT2895,Acrylic,Other,Dry,10-25 years,Standard,Supplier_99,Limited,29,Tunnels,0.44,Standard,+91 7026320860
MAT2896,Foam,Other,Hot,25-50 years,Premium,Supplier_48,In Stock,7,Bridges,0.33,Eco-friendly,+91 9115647592
MAT2897,Rubber,Finishing,Hot,5-10 years,Economy,Supplier_48,In Stock,50,Tunnels,0.87,Eco-friendly,+91 9115647592
MAT2898,Other,Facade,Mountain,5-10 years,Standard,Supplier_82,In Stock,9,Residential,0.48,Eco-friendly,+91 9679030191
MAT2899,Limestone,Flooring,Coastal,5-10 years,Standard,Supplier_19,Limited,55,Airports,0.04,Eco-friendly,+91 7314006623
MAT2900,Marble,Facade,Cold,25-50 years,Standard,Supplier_44,Limited,47,Tunnels,0.52,Eco-friendly,+91 9090351901
MAT2901,Paint,Flooring,Industrial,10-25 years,Luxury,Supplier_3,In Stock,58,Industrial plants,0.85,Eco-friendly,+91 9511694911
MAT2902,Granite,Other,Hot,50+ years,Premium,Supplier_82,In Stock,41,Tunnels,0.02,Eco-friendly,+91 9679030191
MAT2903,Copper,Decorative,Rural,10-25 years,Premium,Supplier_9,Out of Stock,7,Industrial plants,0.67,Eco-friendly,+91 8602792578
MAT2904,Ceramic Tile,Decorative,Industrial,5-10 years,Luxury,Supplier_9,Limited,20,Other,0.5,Standard,+91 8602792578
MAT2905,Adhesive,Facade,Moderate,25-50 years,Luxury,Supplier_81,Out of Stock,57,Airports,0.66,Standard,+91 8900263885
MAT2906,Brick,Finishing,Industrial,10-25 years,Standard,Supplier_82,Out of Stock,49,Industrial plants,0.14,Standard,+91 9679030191
MAT2907,Wood,Insulation,Humid,25-50 years,Luxury,Supplier_86,Out of Stock,59,Marine structures,0.6,Standard,+91 9450871641
MAT2908,Clay,Structural,Cold,50+ years,Standard,Supplier_49,Limited,17,Marine structures,0.63,Standard,+91 7981454092
MAT2909,Fiber,Structural,Other,10-25 years,Economy,Supplier_93,In Stock,21,High-rise buildings,0.16,Standard,+91 7108254575
MAT2910,Glass,Flooring,Cold,5-10 years,Standard,Supplier_82,In Stock,9,Airports,0.43,Eco-friendly,+91 9679030191
MAT2911,Cement,Facade,Dry,5-10 years,Economy,Supplier_85,Limited,4,Other,0.95,Standard,+91 7128338124
MAT2912,Steel,Flooring,Moderate,25-50 years,Luxury,Supplier_27,In Stock,34,Bridges,0.26,Eco-friendly,+91 8524779487
MAT2913,Aluminum,Flooring,Dry,50+ years,Standard,Supplier_20,Limited,33,Commercial,0.55,Eco-friendly,+91 7796737492
MAT2914,Gypsum,Facade,Humid,5-10 years,Economy,Supplier_9,Limited,37,Roads and highways,0.87,Eco-friendly,+91 8602792578
MAT2915,PVC,Finishing,Other,25-50 years,Economy,Supplier_81,In Stock,4,Commercial,0.84,Standard,+91 8900263885
MAT2916,Bitumen,Insulation,Moderate,25-50 years,Luxury,Supplier_11,In Stock,41,High-rise buildings,0.88,Eco-friendly,+91 7562411160
MAT2917,Asphalt,Other,Rural,5-10 years,Standard,Supplier_28,In Stock,20,Tunnels,0.45,Eco-friendly,+91 8232645989
MAT2918,Sandstone,Insulation,Urban,10-25 years,Standard,Supplier_27,Out of Stock,48,Residential,0.54,Standard,+91 8524779487
MAT2919,Concrete,Flooring,Urban,5-10 years,Premium,Supplier_69,In Stock,41,High-rise buildings,0.67,Standard,+91 8122680822
MAT2920,Plaster,Insulation,Industrial,25-50 years,Premium,Supplier_18,Limited,37,Infrastructure,0.86,Eco-friendly,+91 8911997440
MAT2921,Vinyl,Other,Mountain,10-25 years,Economy,Supplier_45,Out of Stock,6,Industrial plants,0.33,Standard,+91 9747014289
MAT2922,Laminate,Finishing,Moderate,5-10 years,Economy,Supplier_91,In Stock,30,Tunnels,0.15,Eco-friendly,+91 9064495443
MAT2923,Bamboo,Decorative,Humid,50+ years,Economy,Supplier_91,Limited,37,High-rise buildings,0.09,Standard,+91 9064495443
MAT2924,Recycled Plastic,Decorative,Cold,5-10 years,Premium,Supplier_99,Limited,32,Industrial plants,0.66,Eco-friendly,+91 7026320860
MAT2925,Polycarbonate,Decorative,Dry,50+ years,Premium,Supplier_70,In Stock,45,Roads and highways,0.35,Standard,+91 8533177088
MAT2926,Acrylic,Other,Moderate,25-50 years,Standard,Supplier_52,Out of Stock,44,Marine structures,0.4,Standard,+91 9350399941
MAT2927,Foam,Insulation,Coastal,10-25 years,Luxury,Supplier_86,Out of Stock,9,Bridges,0.98,Standard,+91 9450871641
MAT2928,Rubber,Structural,Mountain,10-25 years,Premium,Supplier_97,Limited,35,Roads and highways,0.53,Standard,+91 7508473815
MAT2929,Other,Finishing,Rural,5-10 years,Economy,Supplier_24,In Stock,5,Infrastructure,0.96,Eco-friendly,+91 7116226044
MAT2930,Limestone,Finishing,Dry,25-50 years,Economy,Supplier_63,In Stock,35,Other,0.17,Eco-friendly,+91 8654346090
MAT2931,Marble,Structural,Dry,10-25 years,Luxury,Supplier_46,Limited,35,Other,0.7,Eco-friendly,+91 9553802633
MAT2932,Paint,Facade,Urban,25-50 years,Standard,Supplier_20,Limited,6,Other,0.13,Eco-friendly,+91 7796737492
MAT2933,Granite,Structural,Mountain,10-25 years,Economy,Supplier_1,Limited,35,Other,0.54,Eco-friendly,+91 9821243845
MAT2934,Copper,Decorative,Other,10-25 years,Standard,Supplier_83,Limited,27,Other,0.79,Standard,+91 8349419107
MAT2935,Ceramic Tile,Flooring,Dry,50+ years,Standard,Supplier_91,In Stock,48,Residential,0.6,Standard,+91 9064495443
MAT2936,Adhesive,Decorative,Industrial,25-50 years,Economy,Supplier_66,Limited,52,Industrial plants,0.83,Eco-friendly,+91 8512956476
MAT2937,Brick,Other,Industrial,5-10 years,Standard,Supplier_98,Limited,56,Residential,0.89,Standard,+91 9267705300
MAT2938,Wood,Facade,Urban,10-25 years,Economy,Supplier_10,In Stock,40,Other,0.58,Standard,+91 9321334334
MAT2939,Clay,Insulation,Dry,5-10 years,Premium,Supplier_40,Out of Stock,41,High-rise buildings,0.32,Eco-friendly,+91 9781709582
MAT2940,Fiber,Facade,Mountain,25-50 years,Standard,Supplier_73,Limited,52,Airports,0.15,Standard,+91 7195736923
MAT2941,Glass,Other,Mountain,5-10 years,Premium,Supplier_81,In Stock,53,Commercial,0.22,Standard,+91 8900263885
MAT2942,Cement,Flooring,Urban,5-10 years,Standard,Supplier_70,Out of Stock,51,Bridges,0.81,Eco-friendly,+91 8533177088
MAT2943,Steel,Other,Hot,5-10 years,Standard,Supplier_23,Out of Stock,59,High-rise buildings,0.45,Eco-friendly,+91 9315879498
MAT2944,Aluminum,Structural,Urban,25-50 years,Premium,Supplier_73,In Stock,2,Roads and highways,0.65,Eco-friendly,+91 7195736923
MAT2945,Gypsum,Insulation,Hot,25-50 years,Standard,Supplier_61,Limited,24,Infrastructure,0.75,Eco-friendly,+91 8696176323
MAT2946,PVC,Finishing,Urban,25-50 years,Standard,Supplier_42,Limited,11,Infrastructure,0.01,Standard,+91 8406306174
MAT2947,Bitumen,Facade,Humid,50+ years,Standard,Supplier_18,Limited,25,Infrastructure,0.84,Standard,+91 8911997440
MAT2948,Asphalt,Flooring,Moderate,25-50 years,Luxury,Supplier_97,In Stock,49,High-rise buildings,0.23,Standard,+91 7508473815
MAT2949,Sandstone,Structural,Rural,10-25 years,Luxury,Supplier_58,Out of Stock,54,Commercial,0.67,Eco-friendly,+91 8538848385
MAT2950,Concrete,Other,Humid,50+ years,Economy,Supplier_58,Limited,34,Airports,0.69,Standard,+91 8538848385
MAT2951,Plaster,Insulation,Industrial,5-10 years,Premium,Supplier_94,In Stock,54,Roads and highways,0.35,Eco-friendly,+91 9479368062
MAT2952,Vinyl,Other,Moderate,50+ years,Premium,Supplier_20,In Stock,9,Airports,0.01,Eco-friendly,+91 7796737492
MAT2953,Laminate,Insulation,Mountain,50+ years,Economy,Supplier_88,Out of Stock,35,High-rise buildings,0.01,Eco-friendly,+91 7610179969
MAT2954,Bamboo,Flooring,Rural,25-50 years,Standard,Supplier_55,Limited,51,Roads and highways,0.73,Eco-friendly,+91 9963010084
MAT2955,Recycled Plastic,Finishing,Dry,5-10 years,Luxury,Supplier_2,Out of Stock,20,Tunnels,0.52,Standard,+91 9176504598
MAT2956,Polycarbonate,Insulation,Urban,25-50 years,Luxury,Supplier_1,Limited,26,Roads and highways,0.57,Standard,+91 9821243845
MAT2957,Acrylic,Facade,Other,5-10 years,Luxury,Supplier_31,Out of Stock,10,Tunnels,0.44,Eco-friendly,+91 9023009642
MAT2958,Foam,Facade,Other,10-25 years,Standard,Supplier_70,In Stock,10,Other,0.11,Eco-friendly,+91 8533177088
MAT2959,Rubber,Flooring,Other,5-10 years,Economy,Supplier_11,In Stock,23,Infrastructure,0.19,Standard,+91 7562411160
MAT2960,Other,Flooring,Moderate,10-25 years,Luxury,Supplier_3,Out of Stock,9,Tunnels,0.86,Standard,+91 9511694911
MAT2961,Limestone,Insulation,Other,50+ years,Premium,Supplier_54,Limited,4,Infrastructure,0.7,Eco-friendly,+91 9458310307
MAT2962,Marble,Insulation,Cold,5-10 years,Standard,Supplier_45,Limited,30,Infrastructure,0.2,Standard,+91 9747014289
MAT2963,Paint,Insulation,Rural,5-10 years,Luxury,Supplier_85,In Stock,8,Airports,0.5,Standard,+91 7128338124
MAT2964,Granite,Decorative,Cold,10-25 years,Premium,Supplier_81,In Stock,38,Airports,0.25,Standard,+91 8900263885
MAT2965,Copper,Insulation,Mountain,50+ years,Premium,Supplier_14,Out of Stock,8,Infrastructure,0.32,Eco-friendly,+91 8073534258
MAT2966,Ceramic Tile,Other,Rural,10-25 years,Luxury,Supplier_48,Out of Stock,5,Other,0.68,Eco-friendly,+91 9115647592
MAT2967,Adhesive,Decorative,Other,25-50 years,Premium,Supplier_29,Out of Stock,3,Commercial,0.26,Eco-friendly,+91 8289363518
MAT2968,Brick,Finishing,Industrial,25-50 years,Premium,Supplier_1,Out of Stock,23,Marine structures,0.43,Standard,+91 9821243845
MAT2969,Wood,Facade,Mountain,25-50 years,Economy,Supplier_75,In Stock,48,Industrial plants,0.22,Eco-friendly,+91 7255077357
MAT2970,Clay,Facade,Dry,5-10 years,Economy,Supplier_81,Out of Stock,36,Marine structures,0.07,Eco-friendly,+91 8900263885
MAT2971,Fiber,Finishing,Urban,50+ years,Luxury,Supplier_50,Out of Stock,18,Infrastructure,0.17,Standard,+91 9224117961
MAT2972,Glass,Other,Cold,50+ years,Premium,Supplier_70,Out of Stock,41,Infrastructure,0.69,Standard,+91 8533177088
MAT2973,Cement,Decorative,Hot,10-25 years,Luxury,Supplier_59,In Stock,53,Bridges,0.71,Eco-friendly,+91 8073945840
MAT2974,Steel,Finishing,Urban,5-10 years,Economy,Supplier_76,In Stock,21,Marine structures,0.61,Eco-friendly,+91 7852225914
MAT2975,Aluminum,Decorative,Industrial,50+ years,Economy,Supplier_9,In Stock,21,Airports,0.95,Standard,+91 8602792578
MAT2976,Gypsum,Finishing,Cold,10-25 years,Economy,Supplier_58,Out of Stock,15,Residential,0.8,Standard,+91 8538848385
MAT2977,PVC,Finishing,Rural,5-10 years,Premium,Supplier_67,In Stock,20,High-rise buildings,0.36,Eco-friendly,+91 9809772815
MAT2978,Bitumen,Finishing,Rural,50+ years,Economy,Supplier_76,Limited,53,Bridges,0.25,Standard,+91 7852225914
MAT2979,Asphalt,Flooring,Humid,50+ years,Premium,Supplier_94,In Stock,33,Roads and highways,0,Eco-friendly,+91 9479368062
MAT2980,Sandstone,Finishing,Coastal,10-25 years,Luxury,Supplier_63,In Stock,49,Marine structures,0.49,Eco-friendly,+91 8654346090
MAT2981,Concrete,Other,Other,10-25 years,Economy,Supplier_69,In Stock,2,Bridges,0.12,Standard,+91 8122680822
MAT2982,Plaster,Facade,Industrial,5-10 years,Economy,Supplier_14,In Stock,14,High-rise buildings,0.22,Standard,+91 8073534258
MAT2983,Vinyl,Flooring,Other,25-50 years,Standard,Supplier_30,In Stock,40,Airports,0.64,Standard,+91 9297528863
MAT2984,Laminate,Finishing,Humid,5-10 years,Standard,Supplier_5,In Stock,22,Residential,0.38,Eco-friendly,+91 7740385731
MAT2985,Bamboo,Facade,Other,10-25 years,Economy,Supplier_32,In Stock,27,Infrastructure,0.11,Eco-friendly,+91 9984893047
MAT2986,Recycled Plastic,Finishing,Mountain,25-50 years,Premium,Supplier_83,In Stock,56,Industrial plants,0.4,Eco-friendly,+91 8349419107
MAT2987,Polycarbonate,Insulation,Coastal,5-10 years,Premium,Supplier_59,Out of Stock,58,Other,0.38,Standard,+91 8073945840
MAT2988,Acrylic,Flooring,Industrial,50+ years,Premium,Supplier_98,In Stock,9,Residential,0.83,Eco-friendly,+91 9267705300
MAT2989,Foam,Other,Mountain,50+ years,Premium,Supplier_10,Out of Stock,2,Tunnels,0.85,Standard,+91 9321334334
MAT2990,Rubber,Flooring,Industrial,25-50 years,Luxury,Supplier_23,Out of Stock,55,Industrial plants,0.98,Standard,+91 9315879498
MAT2991,Other,Flooring,Humid,25-50 years,Luxury,Supplier_94,Limited,60,Marine structures,0.16,Standard,+91 9479368062
MAT2992,Limestone,Insulation,Mountain,50+ years,Standard,Supplier_71,Out of Stock,21,Roads and highways,0.66,Eco-friendly,+91 9665352711
MAT2993,Marble,Decorative,Rural,25-50 years,Premium,Supplier_66,Out of Stock,15,Infrastructure,0.77,Standard,+91 8512956476
MAT2994,Paint,Flooring,Other,50+ years,Standard,Supplier_72,Limited,13,Roads and highways,0.33,Standard,+91 7818119199
MAT2995,Granite,Other,Rural,25-50 years,Premium,Supplier_68,Out of Stock,6,Bridges,0.6,Eco-friendly,+91 7549116721
MAT2996,Copper,Facade,Hot,25-50 years,Standard,Supplier_78,In Stock,30,Residential,0.28,Standard,+91 8082914235
MAT2997,Ceramic Tile,Facade,Mountain,25-50 years,Standard,Supplier_63,Out of Stock,16,Roads and highways,0.99,Eco-friendly,+91 8654346090
MAT2998,Adhesive,Facade,Coastal,5-10 years,Premium,Supplier_32,Out of Stock,25,Infrastructure,0.67,Eco-friendly,+91 9984893047
MAT2999,Brick,Decorative,Urban,50+ years,Premium,Supplier_99,Out of Stock,42,Other,0.61,Standard,+91 7026320860
MAT3000,Wood,Decorative,Other,50+ years,Standard,Supplier_86,Limited,26,Roads and highways,0.1,Standard,+91 9450871641
MAT3001,Clay,Finishing,Dry,5-10 years,Premium,Supplier_35,Limited,17,Roads and highways,0.33,Eco-friendly,+91 7672697773
MAT3002,Fiber,Flooring,Mountain,10-25 years,Economy,Supplier_74,In Stock,33,Airports,0.46,Eco-friendly,+91 7134476577
MAT3003,Glass,Facade,Cold,5-10 years,Economy,Supplier_16,In Stock,38,Residential,0.57,Standard,+91 8065031990
MAT3004,Cement,Finishing,Rural,10-25 years,Premium,Supplier_97,Out of Stock,15,Industrial plants,0.77,Eco-friendly,+91 7508473815
MAT3005,Steel,Finishing,Mountain,5-10 years,Luxury,Supplier_6,Out of Stock,4,Residential,0.57,Eco-friendly,+91 8728518031
MAT3006,Aluminum,Finishing,Other,50+ years,Luxury,Supplier_46,In Stock,47,Marine structures,0.33,Standard,+91 9553802633
MAT3007,Gypsum,Structural,Other,50+ years,Economy,Supplier_5,Limited,36,Residential,0.15,Standard,+91 7740385731
MAT3008,PVC,Insulation,Urban,10-25 years,Premium,Supplier_50,Limited,28,Other,0.21,Eco-friendly,+91 9224117961
MAT3009,Bitumen,Insulation,Coastal,5-10 years,Luxury,Supplier_94,Out of Stock,10,Residential,0.22,Standard,+91 9479368062
MAT3010,Asphalt,Finishing,Coastal,50+ years,Standard,Supplier_61,Limited,56,Roads and highways,0.51,Standard,+91 8696176323
MAT3011,Sandstone,Decorative,Urban,10-25 years,Premium,Supplier_63,Out of Stock,48,High-rise buildings,0.86,Standard,+91 8654346090
MAT3012,Concrete,Insulation,Mountain,50+ years,Premium,Supplier_26,Limited,5,Infrastructure,0.91,Standard,+91 7207132227
MAT3013,Plaster,Flooring,Hot,50+ years,Luxury,Supplier_69,In Stock,2,Marine structures,0.07,Standard,+91 8122680822
MAT3014,Vinyl,Facade,Dry,25-50 years,Standard,Supplier_43,Limited,18,Airports,0.23,Standard,+91 9038438301
MAT3015,Laminate,Structural,Dry,10-25 years,Standard,Supplier_89,In Stock,31,Bridges,0.66,Eco-friendly,+91 9969226517
MAT3016,Bamboo,Facade,Moderate,10-25 years,Standard,Supplier_45,Out of Stock,20,Bridges,0.72,Eco-friendly,+91 9747014289
MAT3017,Recycled Plastic,Flooring,Mountain,50+ years,Premium,Supplier_40,Out of Stock,44,High-rise buildings,0.38,Eco-friendly,+91 9781709582
MAT3018,Polycarbonate,Facade,Other,50+ years,Luxury,Supplier_11,Out of Stock,16,Other,0.29,Standard,+91 7562411160
MAT3019,Acrylic,Flooring,Rural,10-25 years,Premium,Supplier_98,Out of Stock,26,Other,0.59,Eco-friendly,+91 9267705300
MAT3020,Foam,Other,Dry,25-50 years,Economy,Supplier_71,Out of Stock,1,Roads and highways,0.51,Eco-friendly,+91 9665352711
MAT3021,Rubber,Other,Humid,50+ years,Economy,Supplier_21,In Stock,8,Infrastructure,0.31,Eco-friendly,+91 8310234613
MAT3022,Other,Finishing,Cold,50+ years,Economy,Supplier_23,Limited,54,Commercial,0.63,Eco-friendly,+91 9315879498
